FileID,High_Quality,Sequencing_Status,Include,Genome_Name,IMG_Genome_ID ,NCBI_Taxon_ID,Strain,StrainName,Ecotype,Type,Size_Mb,GCpct,Cell_radius,Pmax,Genome_size,Gene_count,Scaffold_count,Study_Name,Sequencing_Center,Sequencing_Method,Assembly_Method,Proportal_Ecotype
2667527289,No,Draft,0,Prochlorococcus sp. AG-355-I20 (Screened),2667527289,2162109,AG-355-I20,AG_355_I20,,SAG,1.39345,31.24,,,1393450,1680,39,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527290,No,Draft,0,Prochlorococcus sp. AG-355-J04 (Screened),2667527290,2162110,AG-355-J04,AG_355_J04,,SAG,1.108725,31.34,,,1108725,1314,43,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527291,No,Draft,0,Prochlorococcus sp. AG-355-J09 (Screened),2667527291,2162111,AG-355-J09,AG_355_J09,,SAG,1.583267,31.51,,,1583267,1876,46,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527292,No,Draft,0,Prochlorococcus sp. AG-355-J23 (Screened),2667527292,2162112,AG-355-J23,AG_355_J23,,SAG,1.452025,31.38,,,1452025,1739,59,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527293,No,Draft,0,Prochlorococcus sp. AG-355-K13 (Screened),2667527293,2162113,AG-355-K13,AG_355_K13,,SAG,1.161174,31.44,,,1161174,1338,45,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527294,No,Draft,0,Prochlorococcus sp. AG-355-K15 (Screened),2667527294,2162114,AG-355-K15,AG_355_K15,,SAG,1.36008,31.51,,,1360080,1644,28,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527295,No,Draft,0,Prochlorococcus sp. AG-355-K20 (Screened),2667527295,2162115,AG-355-K20,AG_355_K20,,SAG,1.54719,31.29,,,1547190,1873,30,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527296,No,Draft,0,Prochlorococcus sp. AG-355-K23 (Screened),2667527296,2162116,AG-355-K23,AG_355_K23,,SAG,1.239607,31.54,,,1239607,1522,65,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527297,No,Draft,0,Prochlorococcus sp. AG-355-L02 (Screened),2667527297,2162117,AG-355-L02,AG_355_L02,,SAG,1.432877,31.51,,,1432877,1735,26,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527298,No,Draft,0,Prochlorococcus sp. AG-355-L20 (Screened),2667527298,2162118,AG-355-L20,AG_355_L20,,SAG,1.415685,31.31,,,1415685,1723,31,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527299,No,Draft,0,Prochlorococcus sp. AG-355-L21 (Screened),2667527299,2162119,AG-355-L21,AG_355_L21,,SAG,0.65993,31.79,,,659930,757,35,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527300,No,Draft,0,Prochlorococcus sp. AG-355-L22 (Screened),2667527300,2162120,AG-355-L22,AG_355_L22,,SAG,1.18225,31.34,,,1182250,1445,53,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527301,No,Draft,0,Prochlorococcus sp. AG-355-M02 (Screened),2667527301,2162121,AG-355-M02,AG_355_M02,,SAG,1.537562,31.22,,,1537562,1849,22,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527302,No,Draft,0,Prochlorococcus sp. AG-355-M18 (Screened),2667527302,2162122,AG-355-M18,AG_355_M18,,SAG,1.402439,31.11,,,1402439,1691,52,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527303,No,Draft,0,Prochlorococcus sp. AG-355-N02 (Screened),2667527303,2162123,AG-355-N02,AG_355_N02,,SAG,1.484681,31.34,,,1484681,1793,38,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527304,No,Draft,0,Prochlorococcus sp. AG-355-N16 (Screened),2667527304,2162124,AG-355-N16,AG_355_N16,,SAG,1.648612,31.24,,,1648612,1954,23,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527305,No,Draft,0,Prochlorococcus sp. AG-355-N21 (Screened),2667527305,2162125,AG-355-N21,AG_355_N21,,SAG,0.498766,32.24,,,498766,568,15,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527306,No,Draft,0,Prochlorococcus sp. AG-355-N22 (Screened),2667527306,2162126,AG-355-N22,AG_355_N22,,SAG,1.481069,31.34,,,1481069,1758,45,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527307,No,Draft,0,Prochlorococcus sp. AG-355-N23 (Screened),2667527307,2162127,AG-355-N23,AG_355_N23,,SAG,0.99879,32.15,,,998790,1140,55,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527308,No,Draft,0,Prochlorococcus sp. AG-355-O17 (Screened),2667527308,2162128,AG-355-O17,AG_355_O17,,SAG,1.592611,31.25,,,1592611,1928,32,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527309,No,Draft,0,Prochlorococcus sp. AG-363-I04 (Screened),2667527309,2162129,AG-363-I04,AG_363_I04,,SAG,1.002749,37.24,,,1002749,1080,42,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",Low light adapted (LL)
2667527310,No,Draft,0,Prochlorococcus sp. AG-363-N16 (Screened),2667527310,2162130,AG-363-N16,AG_363_N16,,SAG,1.398838,35.36,,,1398838,1585,42,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",Low light adapted (LL)
2667527311,No,Draft,0,Prochlorococcus sp. AG-363-N20 (Screened),2667527311,2162131,AG-363-N20,AG_363_N20,,SAG,1.457281,40.05,,,1457281,1662,40,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",Low light adapted (LL)
2667527312,No,Draft,0,Prochlorococcus sp. AG-363-O06 (Screened),2667527312,2162132,AG-363-O06,AG_363_O06,,SAG,1.419431,39.65,,,1419431,1544,38,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",Low light adapted (LL)
2667527313,No,Draft,0,Prochlorococcus sp. AG-363-O15 (Screened),2667527313,2162133,AG-363-O15,AG_363_O15,,SAG,1.342813,38.64,,,1342813,1450,41,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",Low light adapted (LL)
2667527314,No,Draft,0,Prochlorococcus sp. AG-363-O16 (Screened),2667527314,2162134,AG-363-O16,AG_363_O16,,SAG,1.34835,39.69,,,1348350,1497,45,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",Low light adapted (LL)
2667527315,No,Draft,0,Prochlorococcus sp. AG-363-O21 (Screened),2667527315,2162135,AG-363-O21,AG_363_O21,,SAG,0.7315,39.98,,,731500,777,19,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",Low light adapted (LL)
2667527316,No,Draft,0,Prochlorococcus sp. AG-363-P01 (Screened),2667527316,2162136,AG-363-P01,AG_363_P01,,SAG,1.272788,38.84,,,1272788,1368,32,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",Low light adapted (LL)
2667527317,No,Draft,0,Prochlorococcus sp. AG-363-P06 (Screened),2667527317,2162137,AG-363-P06,AG_363_P06,,SAG,1.694833,30.84,,,1694833,1937,19,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527318,No,Draft,0,Prochlorococcus sp. AG-363-P08 (Screened),2667527318,2162138,AG-363-P08,AG_363_P08,,SAG,1.583192,39.62,,,1583192,1737,37,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",Low light adapted (LL)
2667527319,No,Draft,0,Prochlorococcus sp. AG-363-P15 (Screened),2667527319,2162139,AG-363-P15,AG_363_P15,,SAG,1.114947,39.82,,,1114947,1214,65,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",Low light adapted (LL)
2667527320,No,Draft,0,Prochlorococcus sp. AG-363-P19 (Screened),2667527320,2162140,AG-363-P19,AG_363_P19,,SAG,1.781405,39.72,,,1781405,1950,29,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",Low light adapted (LL)
2667527321,No,Draft,0,Prochlorococcus sp. AG-347-B23 (Screened),2667527321,2162141,AG-347-B23,AG_347_B23,,SAG,1.220092,31.48,,,1220092,1476,48,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527322,No,Draft,0,Prochlorococcus sp. AG-347-J22 (Screened),2667527322,2162142,AG-347-J22,AG_347_J22,,SAG,1.411991,30.85,,,1411991,1657,36,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527323,No,Draft,0,Prochlorococcus sp. AG-347-J23 (Screened),2667527323,2162143,AG-347-J23,AG_347_J23,,SAG,1.336622,31.28,,,1336622,1587,43,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527324,No,Draft,0,Prochlorococcus sp. AG-347-K02 (Screened),2667527324,2162144,AG-347-K02,AG_347_K02,,SAG,1.454557,31.2,,,1454557,1736,35,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527325,No,Draft,0,Prochlorococcus sp. AG-347-K15 (Screened),2667527325,2162145,AG-347-K15,AG_347_K15,,SAG,1.165132,31.43,,,1165132,1398,50,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527326,No,Draft,0,Prochlorococcus sp. AG-347-K16 (Screened),2667527326,2162146,AG-347-K16,AG_347_K16,,SAG,1.56622,31.34,,,1566220,1839,37,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527327,No,Draft,0,Prochlorococcus sp. AG-363-M21 (Screened),2667527327,2162147,AG-363-M21,AG_363_M21,,SAG,1.16117,35.67,,,1161170,1298,26,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",Low light adapted (LL)
2667527328,No,Draft,0,Prochlorococcus sp. AG-363-N03 (Screened),2667527328,2162148,AG-363-N03,AG_363_N03,,SAG,0.735386,37.26,,,735386,792,29,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",Low light adapted (LL)
2667527329,No,Draft,0,Prochlorococcus sp. AG-347-G18 (Screened),2667527329,2162149,AG-347-G18,AG_347_G18,,SAG,1.593016,31.23,,,1593016,1884,25,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527330,No,Draft,0,Prochlorococcus sp. AG-347-G20 (Screened),2667527330,2162150,AG-347-G20,AG_347_G20,,SAG,1.456849,31.35,,,1456849,1721,35,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527331,No,Draft,0,Prochlorococcus sp. AG-347-G22 (Screened),2667527331,2162151,AG-347-G22,AG_347_G22,,SAG,1.326614,31.41,,,1326614,1567,42,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527332,No,Draft,0,Prochlorococcus sp. AG-347-I06 (Screened),2667527332,2162152,AG-347-I06,AG_347_I06,,SAG,1.524652,31.31,,,1524652,1808,21,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527333,No,Draft,0,Prochlorococcus sp. AG-347-I15 (Screened),2667527333,2162153,AG-347-I15,AG_347_I15,,SAG,1.285259,31.44,,,1285259,1502,34,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527334,No,Draft,0,Prochlorococcus sp. AG-347-I19 (Screened),2667527334,2162154,AG-347-I19,AG_347_I19,,SAG,1.463307,31.45,,,1463307,1732,26,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527335,No,Draft,0,Prochlorococcus sp. AG-347-I21 (Screened),2667527335,2162155,AG-347-I21,AG_347_I21,,SAG,1.5579,31.42,,,1557900,1876,40,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527336,No,Draft,0,Prochlorococcus sp. AG-347-I22 (Screened),2667527336,2162156,AG-347-I22,AG_347_I22,,SAG,1.03559,32.22,,,1035590,1223,70,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527337,No,Draft,0,Prochlorococcus sp. AG-347-I23 (Screened),2667527337,2162157,AG-347-I23,AG_347_I23,,SAG,1.057338,31.11,,,1057338,1289,29,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527338,No,Draft,0,Prochlorococcus sp. AG-347-J14 (Screened),2667527338,2162158,AG-347-J14,AG_347_J14,,SAG,1.498306,31.29,,,1498306,1784,24,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527339,No,Draft,0,Prochlorococcus sp. AG-347-J19 (Screened),2667527339,2162159,AG-347-J19,AG_347_J19,,SAG,1.592054,31.35,,,1592054,1883,20,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527340,No,Draft,0,Prochlorococcus sp. AG-347-J20 (Screened),2667527340,2162160,AG-347-J20,AG_347_J20,,SAG,1.403792,31.49,,,1403792,1672,32,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527341,No,Draft,0,Prochlorococcus sp. AG-347-J21 (Screened),2667527341,2162161,AG-347-J21,AG_347_J21,,SAG,1.421082,31.53,,,1421082,1654,26,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527342,No,Draft,0,Prochlorococcus sp. AG-402-K14 (Screened),2667527342,2162162,AG-402-K14,AG_402_K14,,SAG,1.6497,34.55,,,1649700,1939,64,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",Low light adapted (LL)
2667527343,No,Draft,0,Prochlorococcus sp. AG-402-K16 (Screened),2667527343,2162163,AG-402-K16,AG_402_K16,,SAG,1.668702,31.45,,,1668702,1979,51,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527344,No,Draft,0,Prochlorococcus sp. AG-402-K21 (Screened),2667527344,2162164,AG-402-K21,AG_402_K21,,SAG,1.635769,31.18,,,1635769,1940,20,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527345,No,Draft,0,Prochlorococcus sp. AG-402-L18 (Screened),2667527345,2162165,AG-402-L18,AG_402_L18,,SAG,1.403113,30.7,,,1403113,1645,44,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527346,No,Draft,0,Prochlorococcus sp. AG-355-J21 (Screened),2667527346,2162166,AG-355-J21,AG_355_J21,,SAG,0.740959,31.01,,,740959,945,25,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527347,No,Draft,0,Prochlorococcus sp. AG-355-N18 (Screened),2667527347,2162167,AG-355-N18,AG_355_N18,,SAG,1.659147,31.49,,,1659147,1993,49,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527348,No,Draft,0,Prochlorococcus sp. AG-355-P07 (Screened),2667527348,2162168,AG-355-P07,AG_355_P07,,SAG,1.524965,31.32,,,1524965,1812,30,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527349,No,Draft,0,Prochlorococcus sp. AG-355-P11 (Screened),2667527349,2162169,AG-355-P11,AG_355_P11,,SAG,1.577421,31.26,,,1577421,1897,37,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527350,No,Draft,0,Prochlorococcus sp. AG-355-P15 (Screened),2667527350,2162170,AG-355-P15,AG_355_P15,,SAG,1.310019,31.5,,,1310019,1611,45,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527351,No,Draft,0,Prochlorococcus sp. AG-355-P16 (Screened),2667527351,2162171,AG-355-P16,AG_355_P16,,SAG,1.457356,31.33,,,1457356,1795,45,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527352,No,Draft,0,Prochlorococcus sp. AG-355-P18 (Screened),2667527352,2162172,AG-355-P18,AG_355_P18,,SAG,1.451366,31.4,,,1451366,1730,47,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527353,No,Draft,0,Prochlorococcus sp. AG-355-P23 (Screened),2667527353,2162173,AG-355-P23,AG_355_P23,,SAG,0.503776,31.95,,,503776,595,31,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527354,No,Draft,0,Prochlorococcus sp. AG-363-A03 (Screened),2667527354,2162174,AG-363-A03,AG_363_A03,,SAG,1.373588,35.09,,,1373588,1679,64,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",Low light adapted (LL)
2667527355,No,Draft,0,Prochlorococcus sp. AG-363-A04 (Screened),2667527355,2162175,AG-363-A04,AG_363_A04,,SAG,1.02516,34.07,,,1025160,1273,32,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",Low light adapted (LL)
2667527356,No,Draft,0,Prochlorococcus sp. AG-363-A05 (Screened),2667527356,2162176,AG-363-A05,AG_363_A05,,SAG,0.792439,31.27,,,792439,938,34,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",High light adapted (HL)
2667527357,No,Draft,0,Prochlorococcus sp. AG-363-A06 (Screened),2667527357,2162177,AG-363-A06,AG_363_A06,,SAG,0.920375,38.47,,,920375,999,51,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",Low light adapted (LL)
2667527358,No,Draft,0,Prochlorococcus sp. AG-363-A15 (Screened),2667527358,2162178,AG-363-A15,AG_363_A15,,SAG,0.992663,39.61,,,992663,1080,36,HOT-BATS-SingleCells,Bigelow Laboratory Single Cell Genomics Center (SCGC),Illumina NextSeq,"SPAdes genome assembler v.3.0.0, --careful --sc --phred-offset 33, passing_contig_length=2200bp",Low light adapted (LL)
